,Date,AAPL,AMZN,FSPTX,SHRAX,SPY
0,2017-11-06,0.0,0.0,0.0,0.0,0.0
1,2017-11-07,0.008934315923520706,0.014055808502006018,0.002510381256210598,-0.00246230238297247,0.0025939335312707796
2,2017-11-08,0.013285421205207898,0.012324735157553038,0.006746509073793282,-0.0041670140598972,0.0006581997982905054
3,2017-11-09,0.015896061168325534,0.015155749898570953,-0.0008890748391820229,-0.006771441648830797,-0.002206647411845774
4,2017-11-10,0.015896061168325534,0.015281972681783286,0.004131635374718982,-0.007150274884231119,-0.002206647411845774
5,2017-11-13,0.006555688496970284,0.012487075688590317,0.007269494273312217,-0.007102945590115632,-0.0038327140766261964
6,2017-11-14,0.0038869641790792065,0.018897371861335242,0.004183881596150926,-0.0187044091814133,-0.0034455441012253164
7,2017-11-15,-0.013923513695504104,0.016102384709011378,-0.0012028659588933471,-0.01988823344643257,-0.006504038242541334
8,2017-11-16,-0.006903776919505108,0.01894241536311581,0.014382092986768586,-0.00989675664966985,-0.003019740751981666
9,2017-11-17,-0.0077159832387533045,0.02626337285308562,0.013754563045865944,-0.007434378501944477,-0.0003096670681996318
10,2017-11-20,-0.012067088520440496,0.01859079475273848,0.015532608127189979,-0.01103318059111778,-0.0006193302649320275
11,2017-11-21,-0.009224319991281923,0.02137676599197583,0.033209612467967296,-0.00445112241290774,0.003406910727382766
12,2017-11-22,0.005743482177722087,0.0287156651489879,0.031222216411275632,-0.0026990814418673885,0.006581541149742583
13,2017-11-24,0.015838092843025977,0.04647703196141177,0.036399717587992285,-0.001609986794534947,0.007820437839122125
14,2017-11-27,0.015547995951685323,0.08430778524095019,0.030490037131949272,-0.007387053943126172,0.008168858296656329
15,2017-11-28,0.011196890669998131,0.08630931794617498,0.03111761937137192,0.0012312198532935675,0.009523895138547346
16,2017-11-29,0.0015084295761080575,0.07722133165036277,-0.005229851995188425,0.0001421252059611263,0.01827333031080135
17,2017-11-30,-0.0112548822011923,0.0522472163368344,-0.0021442393180273194,0.007481778825515955,0.021138297536428992
18,2017-12-01,-0.014039566375577265,0.056710111346526496,-0.06443177658072273,0.007481778825515955,0.02500976500238954
19,2017-12-04,0.0006381621079808673,0.058332975702114175,-0.08153339260498915,0.008855052855314792,0.03101049311701874
20,2017-12-05,-0.019202877976512652,0.01722937384483611,-0.08414837090110347,0.0018468321475889427,0.018931530109091637
21,2017-12-06,-0.028253153756527247,0.026001929405400442,-0.08237016892421942,-0.06250590698712637,0.019357337329802743
22,2017-12-07,-0.01937689898188537,0.042771455619167786,-0.0751007269494272,-0.059664700339297716,0.022338440836474183
23,2017-12-08,-0.010906724160972815,0.0552224676554118,-0.07002771821557444,-0.05218292151378189,0.026558328759968934
24,2017-12-11,-0.018390671657264455,0.049993238065184936,-0.05805135714659273,-0.048252620218620805,0.03101049311701874
25,2017-12-12,-0.0012763474218563467,0.051715277464725144,-0.0625490821609748,-0.0440856061587236,0.03449478673611095
26,2017-12-13,0.0007542147880540287,0.05486183113194783,-0.06098007426389836,-0.044559093247057716,0.03391409371648915
27,2017-12-14,0.00017402100537271717,0.049190839832304,-0.06223523874274347,-0.0501467816603251,0.03403022999753295
28,2017-12-15,0.007309903285024313,0.06300320064914573,-0.051566340672558816,-0.042191444717019175,0.027681085296837223
29,2017-12-18,0.014561745421169631,0.07052247216336824,-0.04513367501699687,-0.03556205724469365,0.03794045085282785
30,2017-12-19,0.015431943271612162,0.07212730469278275,-0.05177548245384642,-0.037124714745113106,0.039411627847230124
31,2017-12-20,0.014503684272290637,0.07334448902312576,-0.05329224412949111,-0.035277948891683106,0.03859853450709423
32,2017-12-21,0.010442675881944103,0.06018118378938821,-0.053030699231211724,-0.029406156860702234,0.03654666062160248
33,2017-12-22,0.013401381061701786,0.05673714105396017,-0.055697923748757795,-0.031016138919940133,0.036004717119847575
34,2017-12-26,-0.009108267311208762,0.05338320335391964,-0.0631243135819255,-0.030732035302226776,0.0338753403271548
35,2017-12-27,-0.013169275701555298,0.06379658296894017,-0.0639087913812038,-0.03163175121423551,0.035152990405868695
36,2017-12-28,-0.007947995775320354,0.07199208402830991,-0.06040479054442747,-0.03068470600811129,0.03712747752818332
37,2017-12-29,-0.01073267994970532,0.06599648379389617,-0.06521620208148105,-0.036793206068531356,0.039605154762918496
38,2018-01-02,-0.012821210484915252,0.05666497768561504,-0.04780079493750311,-0.01799407200472814,0.03693383059700336
39,2018-01-03,0.000928258999321523,0.071360970112248,-0.032895716751215956,-0.01198029682669799,0.04126985480154191
40,2018-01-04,0.0009862273246210786,0.08641752693504029,-0.026986036295172756,-0.008807586237584505,0.049942023226110376
41,2018-01-05,0.006207623280330072,0.09769643420637424,-0.018304481983159766,-0.002841135618372658,0.05501363786358379
42,2018-01-08,0.011486987561338787,0.11436683947166743,-0.0125515924899324,-0.003551472795057816,0.05811076537874258
43,2018-01-09,0.012647259097227194,0.13321013388630934,-0.013597615187490092,-0.0008049910296189495,0.06233064943076965
44,2018-01-10,0.004583210641833514,0.12261641797773064,-0.017415407143977744,-9.465385293392629e-05,0.05954318898381072
45,2018-01-11,0.012879271633794246,0.13577063517107693,-0.011453375869462771,0.014584724415631587,0.06368568627266068
46,2018-01-12,0.02210359162507617,0.14807732047063055,-0.006694210553841333,0.023345052388556595,0.07015108726989178
47,2018-01-16,0.032082126404412124,0.1928053374205472,-0.013754510747345752,0.01894118824030835,0.08149445984488402
48,2018-01-17,0.021929547413808675,0.18310417887571548,-0.0031902620155848244,0.026659746124719358,0.07638409568954371
49,2018-01-18,0.04061031596241379,0.16661410990398046,5.229851995194928e-05,0.02879061559586285,0.08199776997279615
50,2018-01-19,0.03620121914953243,0.18288776089798486,0.006014329794466921,0.03362063753832972,0.08323655051815179
51,2018-01-22,0.0286013117967469,0.16951716179056023,0.01312692850792329,0.05350887098476229,0.08466909026724384
52,2018-01-23,0.0286013117967469,0.2064103683000496,0.020291878039851614,0.05341421713182837,0.0946186726110107
